id,sector,name,pitch,target_market,model_slug,budget_band,location,team,time_mode,source
371,"Logistics, Quick Commerce & Hyperlocal Services",Hyperlocal Laundry & Dry Cleaning,App-based pickup and drop laundry,Busy Professionals,laundry-and-ironing,,,,,sheet-500
372,"Logistics, Quick Commerce & Hyperlocal Services",Shoe Laundry Services,Specialized cleaning for sneakers,Sneakerheads,laundry-and-ironing,,,,,sheet-500
373,"Logistics, Quick Commerce & Hyperlocal Services",Tailoring at Home,Measurements and alterations at doorstep,Women and Men,boutique-tailoring,1,local,solo,both,sheet-500
374,"Logistics, Quick Commerce & Hyperlocal Services",Key Duplication & Locksmith,On-demand emergency locksmiths,General Public,electrician-service,1,local,solo,full,sheet-500
375,"Logistics, Quick Commerce & Hyperlocal Services",Battery Jumpstart Service,Emergency roadside assistance for EVs/ICE,Drivers,two-wheeler-garage,,,,,sheet-500
376,"Logistics, Quick Commerce & Hyperlocal Services",Fuel Delivery App,Diesel delivery for generators and fleets,Commercial Complexes,logistics-and-warehousing,,,,,sheet-500
377,"Logistics, Quick Commerce & Hyperlocal Services",Water Can Delivery App,Subscription for 20L drinking water,Offices and Homes,local-delivery-service,,,,,sheet-500
378,"Logistics, Quick Commerce & Hyperlocal Services",Scrap Collection (Kabadiwala) App,Organized and transparent recycling pickup,Households,recycling-and-waste,,,,,sheet-500
379,"Logistics, Quick Commerce & Hyperlocal Services",Used Cooking Oil Collection,Gathering oil for biodiesel conversion,Restaurants,recycling-and-waste,,,,,sheet-500
380,"Logistics, Quick Commerce & Hyperlocal Services",Event Equipment Rental,"Chairs, tents, and AV on demand",Event Planners,tent-and-decor-rental,,,,,sheet-500
381,"Logistics, Quick Commerce & Hyperlocal Services",Party Decoration Services,At-home balloon and theme decor,Parents and Couples,event-planning,,,,,sheet-500
382,"Logistics, Quick Commerce & Hyperlocal Services",Hyperlocal Florist Delivery,Fresh flowers within 30 minutes,Gifting Consumers,florist-and-flower-delivery,,,,,sheet-500
383,"Logistics, Quick Commerce & Hyperlocal Services",Custom Cake Delivery,Aggregating home bakers for birthdays,Celebration Shoppers,home-bakery,1,local,solo,both,sheet-500
384,"Logistics, Quick Commerce & Hyperlocal Services",Stationery & Print Delivery,Last-minute printouts and supplies,Students and Offices,stationery-and-art-supplies,,,,,sheet-500
385,"Logistics, Quick Commerce & Hyperlocal Services",Pooja Samagri Delivery,Kits for specific religious rituals,Devout Hindus,pooja-and-incense-products,,,,,sheet-500
386,"Logistics, Quick Commerce & Hyperlocal Services",Fresh Meat & Seafood App,"Clean, hygienic non-veg delivery",Non-Vegetarians,fresh-meat-and-fish-store,,,,,sheet-500
387,"Logistics, Quick Commerce & Hyperlocal Services",Exotic Fruits Delivery,Imported and rare fruits on demand,Health Enthusiasts,honey-and-organic-produce,,,,,sheet-500
388,"Logistics, Quick Commerce & Hyperlocal Services",Micro-Warehousing for Kiranas,Shared storage space for local shops,Small Retailers,logistics-and-warehousing,,,,,sheet-500
389,"Logistics, Quick Commerce & Hyperlocal Services",Bicycle Repair at Home,Mobile mechanics for cycles,Cyclists,two-wheeler-garage,1,local,solo,both,sheet-500
390,"Logistics, Quick Commerce & Hyperlocal Services",Tech Support at Home,WiFi troubleshooting and PC repair,Seniors and WFH Employees,it-support-amc,,,,,sheet-500
391,"Logistics, Quick Commerce & Hyperlocal Services",Passport & Visa Assistance,Hyperlocal agents for documentation,Travelers,legal-documentation,,,,,sheet-500
392,"Logistics, Quick Commerce & Hyperlocal Services",Notary & Agreement Services,Doorstep rental agreements,Tenants and Landlords,legal-documentation,,,,,sheet-500
393,"Logistics, Quick Commerce & Hyperlocal Services",Maid & Cook Placement,Verified domestic help agency,Urban Families,recruitment-agency,,,,,sheet-500
394,"Logistics, Quick Commerce & Hyperlocal Services",Nanny & Babysitting Services,Trained childcare professionals,Working Parents,playschool-and-daycare,1,local,small,both,sheet-500
395,"Logistics, Quick Commerce & Hyperlocal Services",Elderly Errand Runners,Assistance with banking and shopping for seniors,Senior Citizens,local-delivery-service,1,local,solo,both,sheet-500
396,"Logistics, Quick Commerce & Hyperlocal Services",Queue Proxies,"People paid to stand in lines (e.g., for admissions)",Time-poor Individuals,local-delivery-service,1,local,solo,side,sheet-500
397,"Logistics, Quick Commerce & Hyperlocal Services",Hyperlocal Marketing Agency,Pamphlet distribution and local ads,Small Businesses,digital-agency,,,,,sheet-500
398,"Logistics, Quick Commerce & Hyperlocal Services",Local Tour Guides,Curated neighborhood walks,Tourists and Expats,local-tour-guide,,,,,sheet-500
399,"Logistics, Quick Commerce & Hyperlocal Services",Personal Shopper Services,Buying specific items from local markets,Busy Professionals,local-delivery-service,1,local,solo,side,sheet-500
400,"Logistics, Quick Commerce & Hyperlocal Services",Hyperlocal News Portal,City-specific news and updates,Local Residents,niche-blog,,,,,sheet-500
401,"Modern Retail, Food & Beverage Concepts",Cloud Kitchens,Delivery-only multi-brand food operations,Urban Foodies,cloud-kitchen,,,,,sheet-500
402,"Modern Retail, Food & Beverage Concepts",Regional Specialty Snacking,Packaged traditional snacks from various states,Nostalgic Consumers,healthy-snacks-brand,,,,,sheet-500
403,"Modern Retail, Food & Beverage Concepts",Healthy QSR,Fast food with low calorie/macro focus,Fitness Enthusiasts,quick-service-food-outlet,,,,,sheet-500
404,"Modern Retail, Food & Beverage Concepts",Specialty Coffee/Chai,Premium cafes focusing on local brews,Millennials and Gen Z,cafe,,,,,sheet-500
405,"Modern Retail, Food & Beverage Concepts",Boba Tea Franchises,Bubble tea kiosks in malls,Teens and Young Adults,juice-and-shake-bar,3,local,small,full,sheet-500
406,"Modern Retail, Food & Beverage Concepts",Salad Subscriptions,Daily delivery of fresh gourmet salads,Office Goers,juice-and-shake-bar,,,,,sheet-500
407,"Modern Retail, Food & Beverage Concepts",DIY Meal Kits,Pre-portioned ingredients with recipes,Amateur Cooks,frozen-and-ready-to-cook-foods,,,,,sheet-500
408,"Modern Retail, Food & Beverage Concepts",Zero-Waste Grocery Stores,BYO container bulk food retail,Eco-conscious Shoppers,kirana-store,,,,,sheet-500
409,"Modern Retail, Food & Beverage Concepts",Automated Vending Machines,Healthy snacks and electronics in offices,Corporate Employees,consumer-gadgets-brand,,,,,sheet-500
410,"Modern Retail, Food & Beverage Concepts",Drive-through Supermarkets,Order online and pickup without leaving car,Busy Parents,kirana-store,,,,,sheet-500
411,"Modern Retail, Food & Beverage Concepts",Experience-based Retail,Stores offering workshops and product testing,Lifestyle Consumers,specialty-retail-store,,,,,sheet-500
412,"Modern Retail, Food & Beverage Concepts",Pop-up Shop Spaces,Short-term retail rentals for online brands,D2C Brands,specialty-retail-store,,,,,sheet-500
413,"Modern Retail, Food & Beverage Concepts",Craft Beer Microbreweries,Locally brewed innovative beer flavors,Urban Youth,beverage-brand,4,local,team,full,sheet-500
414,"Modern Retail, Food & Beverage Concepts",Non-Alcoholic Spirits,Mocktail bases and zero-proof drinks,Teetotalers,beverage-brand,,,,,sheet-500
415,"Modern Retail, Food & Beverage Concepts",Artisanal Ice Cream,Small-batch gelato with Indian flavors,Dessert Lovers,ice-cream-and-desserts-brand,,,,,sheet-500
416,"Modern Retail, Food & Beverage Concepts",Sugar-free Bakeries,Diabetic-friendly cakes and pastries,Health-conscious Sweet Tooths,home-bakery,3,local,small,full,sheet-500
417,"Modern Retail, Food & Beverage Concepts",Vegan Restaurants,100% plant-based dining experiences,Vegans,restaurant,,,,,sheet-500
418,"Modern Retail, Food & Beverage Concepts",Pet-friendly Cafes,Eateries with special menus for dogs,Pet Owners,cafe,,,,,sheet-500
419,"Modern Retail, Food & Beverage Concepts",Board Game Cafes,Social spaces with extensive game libraries,Geeks and Friend Groups,cafe,,,,,sheet-500
420,"Modern Retail, Food & Beverage Concepts",Co-working Cafes,Coffee shops optimized for remote work,Freelancers,cafe,,,,,sheet-500
421,"Modern Retail, Food & Beverage Concepts",Food Trucks (Gourmet),Mobile kitchens serving premium street food,Event Goers,quick-service-food-outlet,3,local,small,full,sheet-500
422,"Modern Retail, Food & Beverage Concepts",Millet-based Restaurants,Dining focused on ancient grains,Health Enthusiasts,restaurant,,,,,sheet-500
423,"Modern Retail, Food & Beverage Concepts",Ayurvedic Cafes,Meals balanced according to doshas,Wellness Seekers,restaurant,,,,,sheet-500
424,"Modern Retail, Food & Beverage Concepts",Hyper-local Grocery Stores,Neighborhood stores with premium curation,Premium Residential Areas,kirana-store,,,,,sheet-500
425,"Modern Retail, Food & Beverage Concepts",Sneaker Resell Boutiques,Physical stores for rare sneakers,Hypebeasts,sneaker-and-streetwear-resale,,,,,sheet-500
426,"Modern Retail, Food & Beverage Concepts",K-Pop/K-Drama Merch Stores,Retail focused on Korean wave products,K-culture Fans,specialty-retail-store,,,,,sheet-500
427,"Modern Retail, Food & Beverage Concepts",Anime Merchandise Retail,"Action figures, manga, and apparel",Otakus,specialty-retail-store,,,,,sheet-500
428,"Modern Retail, Food & Beverage Concepts",Sustainable Fashion Boutiques,Multi-brand stores for eco-friendly clothing,Conscious Consumers,specialty-retail-store,,,,,sheet-500
429,"Modern Retail, Food & Beverage Concepts",Plus-Size Fashion Retail,Trendy clothing for larger body types,Plus-size Individuals,specialty-retail-store,,,,,sheet-500
430,"Modern Retail, Food & Beverage Concepts",Maternity Wear Stores,Stylish and comfortable clothing for pregnancy,Expecting Mothers,specialty-retail-store,,,,,sheet-500
431,"Modern Retail, Food & Beverage Concepts",Adaptive Clothing Retail,Apparel designed for people with disabilities,Differently Abled Individuals,specialty-retail-store,,,,,sheet-500
432,"Modern Retail, Food & Beverage Concepts",Thrift Store Chains,Organized second-hand clothing retail,Gen Z and Budget Shoppers,online-thrift-store,,,,,sheet-500
433,"Modern Retail, Food & Beverage Concepts",Custom Perfumeries,Create-your-own scent experiences,Luxury Consumers,specialty-retail-store,,,,,sheet-500
434,"Modern Retail, Food & Beverage Concepts",Bespoke Tailoring for Women,Made-to-measure modern workwear,Female Executives,boutique-tailoring,,,,,sheet-500
435,"Modern Retail, Food & Beverage Concepts",Smart Fitting Rooms,Mirrors with AR for virtual try-ons,Fashion Retailers,b2b-saas-startup,3,online,team,full,sheet-500
436,"Modern Retail, Food & Beverage Concepts",Cashless Convenience Stores,Scan-and-go retail similar to Amazon Go,Tech-savvy Urbanites,kirana-store,,,,,sheet-500
437,"Modern Retail, Food & Beverage Concepts",Farm-to-Fork Restaurants,Eateries sourcing directly from local farms,Foodies,restaurant,,,,,sheet-500
438,"Modern Retail, Food & Beverage Concepts",Theme-based Fine Dining,"Immersive culinary experiences (e.g., Space theme)",Couples and Families,restaurant,,,,,sheet-500
439,"Modern Retail, Food & Beverage Concepts",Rooftop Hydroponic Cafes,Eateries growing their own greens on-site,Eco-conscious Diners,restaurant,,,,,sheet-500
440,"Modern Retail, Food & Beverage Concepts",Dark Kitchen Aggregators,Providing infrastructure for multiple cloud kitchens,F&B Brands,cloud-kitchen,,,,,sheet-500
441,"Modern Retail, Food & Beverage Concepts",Regional Thali Chains,Standardized authentic meals from different states,Working Professionals,restaurant,,,,,sheet-500
442,"Modern Retail, Food & Beverage Concepts",Momos & Dimsum Kiosks,Hygienic street-food style dumpling chains,Students and Shoppers,quick-service-food-outlet,,,,,sheet-500
443,"Modern Retail, Food & Beverage Concepts",Waffle & Churro Stands,Quick dessert options in high footfall areas,Sweet Lovers,quick-service-food-outlet,,,,,sheet-500
444,"Modern Retail, Food & Beverage Concepts",Gourmet Popcorn Retail,Flavored popcorn for gifting and snacking,Movie Goers,healthy-snacks-brand,,,,,sheet-500
445,"Modern Retail, Food & Beverage Concepts",Artisanal Chocolate Boutiques,Bean-to-bar Indian craft chocolate,Premium Gifting Market,sweet-shop,,,,,sheet-500
446,"Modern Retail, Food & Beverage Concepts",Cheese Mongers (Local),Retailers of Indian artisanal cheeses,Gourmet Foodies,specialty-retail-store,,,,,sheet-500
447,"Modern Retail, Food & Beverage Concepts",Wine & Tapas Bars,Focusing on Indian wines and pairings,Urban Socialites,restaurant,,,,,sheet-500
448,"Modern Retail, Food & Beverage Concepts",Subscription Coffee Beans,Monthly delivery of freshly roasted coffee,Coffee Aficionados,beverage-brand,,,,,sheet-500
449,"Modern Retail, Food & Beverage Concepts",Matcha & Green Tea Bars,Specialty antioxidant beverages,Health Enthusiasts,juice-and-shake-bar,,,,,sheet-500
450,"Modern Retail, Food & Beverage Concepts",Protein Shake Kiosks,Freshly blended shakes near gyms,Gym Goers,juice-and-shake-bar,2,local,small,full,sheet-500
451,"B2B Services, Manufacturing & Industrial Ancillary",Contract Packaging,White-label packing services for D2C brands,FMCG Startups,paper-bag-unit,,,,,sheet-500
452,"B2B Services, Manufacturing & Industrial Ancillary",3D Printing Bureau,Rapid prototyping for hardware startups,Product Designers,light-engineering-unit,,,,,sheet-500
453,"B2B Services, Manufacturing & Industrial Ancillary",Local Precision Machining,CNC machining for aerospace and auto parts,Manufacturing OEMs,light-engineering-unit,,,,,sheet-500
454,"B2B Services, Manufacturing & Industrial Ancillary",Industrial IoT Integration,Sensor installation for factory automation,Factory Owners,industrial-solutions,,,,,sheet-500
455,"B2B Services, Manufacturing & Industrial Ancillary",B2B Office Supplies E-commerce,Bulk delivery of stationery and pantry items,Corporate Offices,wholesale-trading-fmcg,,,,,sheet-500
456,"B2B Services, Manufacturing & Industrial Ancillary",Corporate Gifting Solutions,Customized swag and festive gifts,HR and PR Departments,custom-gifting-store,2,any,small,both,sheet-500
457,"B2B Services, Manufacturing & Industrial Ancillary",Commercial Cleaning Services,Janitorial services for large tech parks,Facility Managers,home-cleaning-service,3,local,team,full,sheet-500
458,"B2B Services, Manufacturing & Industrial Ancillary",Industrial Waste Management,Treatment and disposal of factory effluents,Chemical Plants,recycling-and-waste,,,,,sheet-500
459,"B2B Services, Manufacturing & Industrial Ancillary",Scrap Metal Recycling,B2B collection and processing of metals,Automobile and Construction,recycling-and-waste,,,,,sheet-500
460,"B2B Services, Manufacturing & Industrial Ancillary",Pallet Manufacturing,Wooden and plastic pallets for logistics,Warehouses,furniture-workshop,,,,,sheet-500
461,"B2B Services, Manufacturing & Industrial Ancillary",Corrugated Box Manufacturing,Custom shipping boxes for e-commerce,Online Sellers,paper-bag-unit,,,,,sheet-500
462,"B2B Services, Manufacturing & Industrial Ancillary",Label Printing Services,High-quality adhesive labels for products,D2C Brands,printing-press,,,,,sheet-500
463,"B2B Services, Manufacturing & Industrial Ancillary",Injection Molding Services,Plastic component manufacturing,Consumer Electronics,light-engineering-unit,,,,,sheet-500
464,"B2B Services, Manufacturing & Industrial Ancillary",PCB Assembly (PCBA),Printed circuit board manufacturing,Hardware Startups,light-engineering-unit,,,,,sheet-500
465,"B2B Services, Manufacturing & Industrial Ancillary",Sheet Metal Fabrication,Custom enclosures and brackets,Industrial Equipment Makers,metal-fabrication-shop,,,,,sheet-500
466,"B2B Services, Manufacturing & Industrial Ancillary",Industrial Automation Robotics,Custom robotic arms for assembly lines,Large Scale Manufacturers,deeptech-hardware,,,,,sheet-500
467,"B2B Services, Manufacturing & Industrial Ancillary",Forklift Rental & Maintenance,Material handling equipment services,Logistics Companies,equipment-rental-business,,,,,sheet-500
468,"B2B Services, Manufacturing & Industrial Ancillary",Commercial HVAC Services,Installation and maintenance of central ACs,Malls and Offices,ac-repair-service,4,local,team,full,sheet-500
469,"B2B Services, Manufacturing & Industrial Ancillary",Fire Safety Equipment Supply,Extinguishers and alarm systems for B2B,Commercial Buildings,safety-and-security-devices,,,,,sheet-500
470,"B2B Services, Manufacturing & Industrial Ancillary",Uniform Manufacturing,Custom workwear for hospitality and hospitals,Hotels and Clinics,d2c-apparel-brand,,,,,sheet-500
471,"B2B Services, Manufacturing & Industrial Ancillary",Corporate Catering Services,Daily meals for factory and office cafeterias,Large Enterprises,event-catering,3,local,team,full,sheet-500
472,"B2B Services, Manufacturing & Industrial Ancillary",Security Guard Agency,Trained personnel for physical security,Tech Parks and Residential Complexes,recruitment-agency,,,,,sheet-500
473,"B2B Services, Manufacturing & Industrial Ancillary",Background Verification Services,Employee screening and credential checks,HR Departments,recruitment-agency,,,,,sheet-500
474,"B2B Services, Manufacturing & Industrial Ancillary",Translation & Localization Agency,Translating software and docs into Indian languages,Global Tech Companies,translation-services,,,,,sheet-500
475,"B2B Services, Manufacturing & Industrial Ancillary",Market Research Agency,B2B surveys and focus groups,FMCG and Tech Brands,business-consulting,,,,,sheet-500
476,"B2B Services, Manufacturing & Industrial Ancillary",Mystery Shopping Services,Auditing retail customer experience,Retail Chains,business-consulting,,,,,sheet-500
477,"B2B Services, Manufacturing & Industrial Ancillary",Event Management (Corporate),Organizing offsites and town halls,Corporate Companies,event-planning,,,,,sheet-500
478,"B2B Services, Manufacturing & Industrial Ancillary",Exhibition Stall Design,Building custom booths for trade shows,B2B Exhibitors,interior-design-studio,,,,,sheet-500
479,"B2B Services, Manufacturing & Industrial Ancillary",PR Agency for Startups,Media relations and press releases,Funded Startups,social-media-agency,,,,,sheet-500
480,"B2B Services, Manufacturing & Industrial Ancillary",SEO & Content Agency,B2B inbound marketing services,SaaS Companies,content-writing-agency,,,,,sheet-500
481,"B2B Services, Manufacturing & Industrial Ancillary",Lead Generation Services,Cold calling and email outreach campaigns,B2B Sales Teams,digital-agency,,,,,sheet-500
482,"B2B Services, Manufacturing & Industrial Ancillary",Virtual Assistant Agency,Remote administrative support,Busy Founders,virtual-assistant,,,,,sheet-500
483,"B2B Services, Manufacturing & Industrial Ancillary",Legal Process Outsourcing (LPO),Contract drafting and research for law firms,International Law Firms,legal-documentation,,,,,sheet-500
484,"B2B Services, Manufacturing & Industrial Ancillary",Accounting & Bookkeeping Outsourcing,Managing ledgers for overseas clients,US/UK CPAs,accounting-and-gst,1,online,small,both,sheet-500
485,"B2B Services, Manufacturing & Industrial Ancillary",IT Infrastructure Management,Managing servers and networks for SMEs,Mid-sized Businesses,it-support-amc,,,,,sheet-500
486,"B2B Services, Manufacturing & Industrial Ancillary",Data Entry & Processing Services,Digitizing physical records,Hospitals and Government,virtual-assistant,,,,,sheet-500
487,"B2B Services, Manufacturing & Industrial Ancillary",Software Testing (QA) Agency,Manual and automated testing services,Software Development Firms,website-development,,,,,sheet-500
488,"B2B Services, Manufacturing & Industrial Ancillary",UI/UX Design Studio,App and website design for businesses,Tech Startups,graphic-design-studio,,,,,sheet-500
489,"B2B Services, Manufacturing & Industrial Ancillary",Video Production House,Corporate videos and TV commercials,Marketing Departments,video-editing-service,,,,,sheet-500
490,"B2B Services, Manufacturing & Industrial Ancillary",Industrial Photography,Shooting factories and products for catalogs,Manufacturers,photography-studio,,,,,sheet-500
491,"B2B Services, Manufacturing & Industrial Ancillary",Fleet Management Software,GPS tracking and fuel monitoring for trucks,Transport Companies,b2b-saas-startup,,,,,sheet-500
492,"B2B Services, Manufacturing & Industrial Ancillary",Commercial Real Estate Brokerage,Helping businesses find office space,Expanding Companies,real-estate-brokerage,,,,,sheet-500
493,"B2B Services, Manufacturing & Industrial Ancillary",Co-working Space Operator,Managing shared office spaces,Freelancers and Startups,coworking-and-coliving,,,,,sheet-500
494,"B2B Services, Manufacturing & Industrial Ancillary",Facility Management Software,App for managing building maintenance,Property Managers,b2b-saas-startup,,,,,sheet-500
495,"B2B Services, Manufacturing & Industrial Ancillary",Industrial Training Services,Safety and compliance training for workers,Factories,skill-training-institute,,,,,sheet-500
496,"B2B Services, Manufacturing & Industrial Ancillary",Patent & Trademark Attorney,IP protection services,Inventors and Brands,legal-documentation,,,,,sheet-500
497,"B2B Services, Manufacturing & Industrial Ancillary",Export-Import Consultancy,Navigating customs and international trade,SME Manufacturers,import-export-trading,,,,,sheet-500
498,"B2B Services, Manufacturing & Industrial Ancillary",Quality Control Inspection,Third-party auditing of manufactured goods,International Buyers,business-consulting,,,,,sheet-500
499,"B2B Services, Manufacturing & Industrial Ancillary",Supply Chain Consultancy,Optimizing logistics and inventory costs,Retail and Manufacturing,business-consulting,,,,,sheet-500
500,"B2B Services, Manufacturing & Industrial Ancillary",Customs Brokerage Services,Clearing goods through ports,Importers and Exporters,import-export-trading,,,,,sheet-500
501,Food,Breakfast Takeaway Counter,"Poha, idli, parathas and chai for the morning office and college rush.",,breakfast-takeaway-counter,,,,,kidharmilega
502,Food,Home-Cooked Meals for Elders,"Low-oil, low-salt meal subscriptions for senior citizens living alone.",,home-cooked-meals-for-elders,,,,,kidharmilega
503,Food,Chai Kiosk,"A small chai and snacks kiosk at a high-footfall spot, own brand or franchise.",,chai-kiosk-franchise,,,,,kidharmilega
504,Agri & Rural,Poultry Farm,Broiler or desi egg poultry supplying local shops and restaurants.,,poultry-farm,,,,,kidharmilega
505,Agri & Rural,Vermicompost Unit,Turn farm and kitchen waste into packed organic manure for gardeners and farmers.,,vermicompost-unit,,,,,kidharmilega
506,Agri & Rural,Farm Equipment Rental,"Rent tractors, sprayers and harvesters to small farmers by the hour or acre.",,farm-equipment-rental,,,,,kidharmilega
507,Retail & Trading,Niche E-commerce Store,"An online store in one tight niche, fulfilled by suppliers or a 3PL.",,dropshipping-niche-store,,,,,kidharmilega
508,Retail & Trading,Mobile Covers & Accessories,"Phone covers, chargers and screen guards from a kiosk and online.",,mobile-accessories-store,,,,,kidharmilega
509,Retail & Trading,Bridal Accessories Store,"Bridal jewellery, dupattas and accessories for the wedding season.",,bridal-accessories-store,,,,,kidharmilega
510,Retail & Trading,Optical Store,"Spectacles, lenses and eye-check camps in a growing neighbourhood.",,optical-store,,,,,kidharmilega
511,Retail & Trading,Franchise Outlet,Run an established brand's outlet with its playbook and supply chain.,,franchise-outlet,,,,,kidharmilega
512,Crafts & Manufacturing,Candle Making,"Scented and decorative candles sold online, at fairs and to gift shops.",,candle-making,,,,,kidharmilega
513,Crafts & Manufacturing,Oxidised & Handmade Jewellery,"Handmade and oxidised jewellery sold on Instagram, Meesho and at exhibitions.",,oxidised-jewellery,,,,,kidharmilega
514,Crafts & Manufacturing,Wooden Name Plates & Signage,"Custom wooden name plates, signs and décor for homes and cafes.",,wooden-name-boards,,,,,kidharmilega
515,Crafts & Manufacturing,Handmade Soft Toys,"Safe, cuddly handmade toys for gifting and baby-shower hampers.",,soft-toys,,,,,kidharmilega
516,Crafts & Manufacturing,Leather Goods Workshop,"Wallets, belts and bags made to order and sold wholesale and online.",,leather-goods-workshop,,,,,kidharmilega
517,Crafts & Manufacturing,Handicraft Export House,Aggregate district crafts and ship to overseas buyers and marketplaces.,,export-of-handicrafts,,,,,kidharmilega
518,Fashion & Apparel,Ethnic Wear Label,"Kurtas, lehengas and festive wear designed in-house and sold online.",,ethnic-wear-label,,,,,kidharmilega
519,Fashion & Apparel,Custom T-Shirt Printing,"Printed tees for colleges, events and startups, sold online too.",,custom-tshirt-printing,,,,,kidharmilega
520,Fashion & Apparel,Fitness Apparel Brand,Activewear designed for Indian body types and climate.,,fitness-apparel-brand,,,,,kidharmilega
521,Fashion & Apparel,Hair Accessories Brand,"Scrunchies, clips and hair bands sold via Instagram and marketplaces.",,hair-accessories-brand,,,,,kidharmilega
522,Home & Trade Services,Plumbing Service,"Leaks, fittings and bathroom installs for homes and builders.",,plumbing-service,,,,,kidharmilega
523,Home & Trade Services,Mobile & Laptop Repair Shop,"Screen, battery and board repairs for phones and laptops.",,mobile-and-laptop-repair,,,,,kidharmilega
524,Home & Trade Services,Painting Contractor,Interior and exterior painting with a small crew.,,home-painting-contractor,,,,,kidharmilega
525,Home & Trade Services,CCTV & Smart Home Installation,"Install and maintain CCTV, video doorbells and smart locks.",,cctv-installation,,,,,kidharmilega
526,Home & Trade Services,Landscaping & Garden Maintenance,"Design and maintain terrace gardens, society lawns and office plants.",,landscaping-service,,,,,kidharmilega
527,Mobility & Logistics,Packers & Movers,"House and office shifting with packing, transport and unpacking.",,packers-and-movers,,,,,kidharmilega
528,Mobility & Logistics,Driving School,Teach new drivers with dual-control cars and help with licence paperwork.,,driving-school,,,,,kidharmilega
529,Events & Hospitality,Travel Agency,"Plan domestic trips, pilgrimages and group tours with local partners.",,travel-agency,,,,,kidharmilega
530,Events & Hospitality,Homestay / Bed & Breakfast,"Rent rooms in a home or farmhouse to travellers, listed on Airbnb and OTAs.",,homestay,,,,,kidharmilega
531,Events & Hospitality,PG / Hostel,Furnished rooms with meals for students and working professionals.,,paying-guest-hostel,,,,,kidharmilega
532,Events & Hospitality,Wedding Planning,"Plan and run weddings with a vendor network: décor, catering and logistics.",,wedding-planning,,,,,kidharmilega
533,Education & Coaching,Coaching Centre,Coaching for school boards or competitive exams in your subject.,,coaching-centre,,,,,kidharmilega
534,Education & Coaching,Home Tuition,One-on-one tutoring at students' homes or online.,,home-tuition,,,,,kidharmilega
535,Education & Coaching,Spoken English & Communication Classes,Spoken English and interview-skills batches for students and job seekers.,,spoken-english-classes,,,,,kidharmilega
536,Education & Coaching,Dance Studio,Classes for kids and adults plus wedding choreography.,,dance-studio,,,,,kidharmilega
537,Education & Coaching,Music Classes,"Teach vocals, guitar or keyboard in person and online.",,music-classes,,,,,kidharmilega
538,Education & Coaching,Art & Craft Workshops,Weekend workshops and kids' art classes.,,art-and-craft-classes,,,,,kidharmilega
539,Health & Wellness,Fitness Coaching,Personal training and online fitness programmes.,,fitness-coaching,,,,,kidharmilega
540,Health & Wellness,Zumba & Dance Fitness,High-energy dance fitness batches in societies and studios.,,zumba-and-dance-fitness,,,,,kidharmilega
541,Health & Wellness,Nutrition & Diet Coaching,"Personalised diet plans and habit coaching, mostly online.",,nutrition-coaching,,,,,kidharmilega
542,Health & Wellness,Neighbourhood Gym,"An affordable, well-equipped gym with trainers and memberships.",,gym,,,,,kidharmilega
543,Health & Wellness,Freelance Makeup Artist,Bridal and party makeup at clients' homes and venues.,,makeup-artist,,,,,kidharmilega
544,Health & Wellness,Barbershop / Men's Grooming,A modern men's grooming salon with memberships.,,barbershop,,,,,kidharmilega
545,Health & Wellness,Nail Art Studio,Nail extensions and nail art in a small studio.,,nail-studio,,,,,kidharmilega
546,Pets,Homemade Pet Treats,Fresh pet food and treats sold online and through pet shops.,,pet-food-and-treats,,,,,kidharmilega
547,Digital & Tech,Micro SaaS Product,A small subscription software tool that solves one business problem well.,,saas-micro-product,,,,,kidharmilega
548,Digital & Tech,Data Analytics Consulting,"Dashboards, Excel automation and analytics for small businesses.",,data-and-analytics-freelance,,,,,kidharmilega
549,Creative & Media,Paid Newsletter,A focused newsletter that earns from subscriptions and sponsors.,,newsletter-business,,,,,kidharmilega
550,Creative & Media,YouTube / Creator Channel,"A channel in one niche earning from ads, brand deals and products.",,youtube-channel,,,,,kidharmilega
551,Creative & Media,Stock Photography & Footage,Shoot India-specific stock images and footage for global libraries.,,stock-photography,,,,,kidharmilega
552,Creative & Media,Illustration & Caricature,"Commissioned illustrations, caricatures at events and book art.",,illustration-studio,,,,,kidharmilega
553,Creative & Media,Affiliate Marketing,Earn commissions recommending products through content and deals channels.,,affiliate-marketing,,,,,kidharmilega
554,Professional Services,Life & Career Coaching,One-on-one and group coaching for career changes and personal growth.,,life-coaching,,,,,kidharmilega
555,Professional Services,Funeral Services,"Arrange last rites end to end — permits, priest, transport and rituals — for grieving families.",,funeral-services,,,,,kidharmilega
556,Creative & Media,Books & Comics Publishing,"Self-publish books, comics or webcomics on topics you care about.",,publishing-and-comics,,,,,kidharmilega
557,Fashion & Apparel,Footwear Brand,"Comfort, orthopaedic or style footwear made with local manufacturers.",,footwear-brand,,,,,kidharmilega
558,Agri & Rural,Farm Stays & Agri-Tourism,"Host city families on your farm for stays, harvest days and village experiences.",,farm-stay-agri-tourism,,,,,kidharmilega
559,Retail & Trading,Sports Goods Brand,"Bats, paddles, gear or sportswear made with Indian manufacturers like Jalandhar and Meerut.",,sports-goods-brand,,,,,kidharmilega
