key,name,industry,description,idea_slug,mapped_by
S2E41P283,Wol3D,Manufacturing,3D printing technology,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S2E41P284,What's Up Wellness,Food and Beverage,Wellness in the form of quick bites,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S2E42P285,Proost Beer,Food and Beverage,Freshly brewed beer,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S2E42P286,Dr Cubes,Food and Beverage,Frozen Fresh cubes,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S2E42P287,Metro Ride,Vehicles/Electrical Vehicles,Metro Shuttle Service Access Transportation,local-delivery-service,taxi|shuttle
S2E42P288,Conker,Technology/Software,Skill Based Learning Online Courses,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S2E43P289,WTF,Food and Beverage,Where's The Food,cloud-kitchen,cloud.?kitchen|virtual restaurant|where's the food|homemade after delivery|homemade delicacies|delicacies
S2E43P290,funngro,Technology/Software,Smart Teens work with Smart companies,consumer-app-startup,.
S2E43P291,Aadvik,Food and Beverage,Buy Camel & Goat Milk,dairy-farm,milk|a2|dairy|cheese|eggs
S2E43P292,oyehappy,Business Services,"Unique Gifts, Customized Gifts, Romantic Gifts, Thoughtful Gifts",custom-gifting-store,gift
S2E44P293,Healthy Master,Food and Beverage,"Online Dry Fruits, Snacks, Berries, Chips",healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S2E44P294,Kitsons,Lifestyle/Home,"Stationery, Art & Craft, Books & Toy Retail Space",stationery-and-art-supplies,override
S2E44P295,London Bubble,Food and Beverage,Waffle Chips Online,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S2E44P296,Waggy Zone,Animal/Pets,"Ice Cream Treat for Dogs, Puppies and Cats",pet-food-and-treats,food|treat|feed|ice cream
S2E45P297,Nutri Cook,Food and Beverage,"Smart Pots, Air Fryers, Air Fryer Oven",hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S2E45P298,Subhag,Medical/Health,Health-tech IUI Treatment Procedure for Infertility,consumer-app-startup,.
S2E45P299,Singh Styled,Beauty/Fashion,Sikh Gentleman to maintain their Guru-gifted identity,personal-care-brand,override
S2E46P300,ZSports Tech,Fitness/Sports/Outdoors,Cricket Sport Shop,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S2E46P301,The Plated Project,Business Services,Decor Plates & Dinnerware,crockery-and-kitchenware-store,override
S2E46P302,Vsnap U,Business Services,Professional Photography service,photography-studio,photography
S2E46P303,The Healthy Factory,Food and Beverage,Protein bread,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S2E47P304,Brevistay,Business Services,Booking hotels for hours,capsule-and-budget-hotel,napping pod|hotels for hours|pod hotel
S2E47P305,Soul Up,Business Services,Real Conversations Real People,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S2E47P306,The Big Book Box Chapter One Books,Lifestyle/Home,New paperback and hardcover books,used-book-store,books
S2E48P307,Rubans,Beauty/Fashion,Artificial Jewellery Set Online,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S2E48P308,Same Notification,Technology/Software,parental monitoring app,consumer-app-startup,.
S2E48P309,Bottom Line Sprays,Lifestyle/Home,portable jet spray,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S2E48P310,Lil Goodness,Food and Beverage,Healthy Snacks,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S2E49P311,Forever Modest,Beauty/Fashion,premium Muslim women's clothing,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S2E49P312,Sahayatha,Medical/Health,smart wheelchair with an assistive cleansing device,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S2E49P313,Wicked Gud,Food and Beverage,High Protein & Fiber Gluten Free Vegan food,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S2E49P314,maisha,Beauty/Fashion,Handmade Cotton & Jacquard Bags,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S2E50P315,Nish Hair,Beauty/Fashion,100% Human Hair Extensions,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S2E50P316,MYBYK,Vehicles/Electrical Vehicles,IoT-enabled bikes,ev-assembly,.
S2E51P317,GODESi,Food and Beverage,Handmade lollipops,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S2E51P318,TAC,Beauty/Fashion,"ayurveda co for glowing skin, makeup & open pores",personal-care-brand,ayurved
S2E51P319,Naara-Aaba,Liquor/Alcohol,pears and plum wine,beverage-brand,.
S2E51P320,Stylo Bug,Beauty/Fashion,Girls Dresses Online,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S2E0P321,Zen Onco,Medical/Health,saving lives from cancer,consumer-app-startup,.
S3E1P322,Honest Home,Green/CleanTech,Eco friendly products,eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S3E1P323,Adil Qadri,Beauty/Fashion,Perfumes and Attar,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E1P324,Conscious Chemist,Beauty/Fashion,Skincare Products,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E2P325,The Cinnamon Kitchen,Food and Beverage,Plant-based healthy snacks,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E2P326,Wtf Gyms,Business Services,Gyms service,gym,\bgym
S3E2P327,Intervue,Technology/Software,Conducts technical interviews online,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S3E3P328,Rod Bez,Vehicles/Electrical Vehicles,Taxi-service for Bihar,local-delivery-service,taxi|shuttle
S3E3P329,Blix,Technology/Software,Robotics toys,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
S3E3P330,Homversity,Technology/Software,Digital student housing app,consumer-app-startup,.
S3E4P331,TURMS,Beauty/Fashion,Intelligent Clothing,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E4P332,mintree,Beauty/Fashion,Skincare products,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E4P333,80Wash,Manufacturing,Waterless washing machine,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S3E5P334,Dil Foods,Food and Beverage,Virtual restaurant service,cloud-kitchen,cloud.?kitchen|virtual restaurant|where's the food|homemade after delivery|homemade delicacies|delicacies
S3E5P335,AIKavach/Panoplia,Technology/Software,Online security app,consumer-app-startup,.
S3E5P336,Bartisans,Liquor/Alcohol,Cocktail Mocktail mixers,beverage-brand,.
S3E6P337,Aretto,Manufacturing,Expandable Shoes For Kids,footwear-brand,shoe|footwear|sneaker|insole|loafer
S3E6P338,Kalakaram,Manufacturing,"Unique, creative and exciting DIY kits for all ages",toys-and-games-brand,toy|games|balance bike|playing equipment|diy kits|satellites by kids|microscope|crayon
S3E6P339,Nabhi Sutra,Beauty/Fashion,Navel Ayurvedic Oils Online,personal-care-brand,ayurved
S3E7P340,Zorko,Food and Beverage,Quick service restaurant,quick-service-food-outlet,qsr|restaurant|food kart|food truck|maggi|pizza|kulche|parathas|cuisine|dining|pancake|kunafa
S3E7P341,Tramboo,Fitness/Sports/Outdoors,Kashmir willow bats,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S3E7P342,We Hear,Medical/Health,Hearing Solutions,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S3E8P343,Tiggle,Food and Beverage,Chocolate mixes,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S3E8P344,WYLDCard,Technology/Software,Customer as Infulencer,consumer-app-startup,.
S3E8P345,upliance.ai,Lifestyle/Home,Smart Cooker,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S3E9P346,Pizza Galleria,Food and Beverage,100% Veg Pizza,quick-service-food-outlet,qsr|restaurant|food kart|food truck|maggi|pizza|kulche|parathas|cuisine|dining|pancake|kunafa
S3E9P347,Ai Cars,Vehicles/Electrical Vehicles,Hydrogen powered AI Car,hardware-product-startup,fuel caps|helmet|pillow|gyrocopter|aircraft|hydrogen
S3E9P348,Rooftop App,Technology/Software,Art Learning platform,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S3E10P349,Goenchi Feni,Liquor/Alcohol,Alcohol brand,beverage-brand,.
S3E10P350,Arata,Beauty/Fashion,Hair care,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E10P351,Vecros,Technology/Software,Spatial AI drone,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
S3E11P352,Gud Gum,Food and Beverage,Healthy Chewing Gum brand,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E11P353,Eva Scalp,Medical/Health,Post Chemo Scalp Cooling brand,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S3E11P354,Elitty,Beauty/Fashion,Teenage Make-up,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E12P355,Honey Twigs,Food and Beverage,Honey products,honey-and-organic-produce,\bhoney\b|organic products|organic grocery|jaggery|jamun|organic spices
S3E12P356,Koparo,Food and Beverage,Coconut based Cleaning Products,home-cleaning-products-brand,clean|detergent|undergarment wash|freshner|air purifier
S3E12P357,2Ballz,Beauty/Fashion,Mens Innerwear,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E13P358,Jewel Box,Beauty/Fashion,Lab Grown Diamond Jewellery Brand,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S3E13P359,Daak Room,Business Services,Letter Writing Services,content-writing-agency,override
S3E13P360,Nuvedo,Food and Beverage,Mushroom Growing Service,mushroom-farming,mushroom
S3E14P361,WALK,Medical/Health,Wearable Mobility Aid,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S3E14P362,Raja Rani Coaching,Beauty/Fashion,Clothes Tailoring Academy,boutique-tailoring,tailor
S3E14P363,Decode Age,Medical/Health,Age Longetivity Supplements,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S3E15P364,ALittle Extra,Beauty/Fashion,Hand Made Fabric Jewellery,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S3E15P365,Assembly,Beauty/Fashion,Travel Bags,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S3E15P366,Nasher Miles,Beauty/Fashion,Travel Bags,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S3E16P367,Alt Co,Food and Beverage,Plant based dairy products,dairy-farm,milk|a2|dairy|cheese|eggs
S3E16P368,Without,Beauty/Fashion,Products made from Waste Plastic,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S3E16P369,Kibo,Technology/Software,TrestleLabs Optical Character Recognition,saas-micro-product,software|automation|enterprise|optimization|character recognition|fees payment|builder|analytics|facade|fasade
S3E17P370,VOLD,Food and Beverage,Energy Drink,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S3E17P371,Quirksmith,Beauty/Fashion,Jewellery,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S3E17P372,Urban Space,Lifestyle/Home,Home Interiors,interior-design-studio,interior|3d home|three-dimensional home|pre-?fabricated|construction
S3E18P373,Hyper Lab,Fitness/Sports/Outdoors,"Sports analytics for agility, strength, reflexes, and stamina",consumer-app-startup,.
S3E18P374,Eco Biotraps,Green/CleanTech,Mosquito Breeding Prevention,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S3E18P375,Hoora,Technology/Software,Auto Care App,consumer-app-startup,.
S3E19P376,Yes Madam,Beauty/Fashion,Saloon service app,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S3E19P377,Zerodor,Lifestyle/Home,Waterless Urinal Technology,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S3E19P378,Toffee Coffee Roasters,Food and Beverage,Coffee brand,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S3E20P379,Push Sports,Fitness/Sports/Outdoors,Kids & young adults for recreation & professional sport,sports-coaching-academy,institute|academy|training|calisthenics|chess|sport for|recreation
S3E20P380,ORBO,Technology/Software,AI-powered tools for beauty brands,digital-agency,advertisement|influencer|sales agent|beauty brands
S3E20P381,Cannazo India,Beauty/Fashion,"Medical cannabis, alternative medications",personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E21P382,Chefling,Food and Beverage,DIY Food Products,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S3E21P383,Intense Focus,Beauty/Fashion,Designer Eye Wear,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S3E21P384,Millet Amma,Food and Beverage,Millet based Products,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E22P385,D'chica,Beauty/Fashion,Innerwears for Teenage Girls,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E22P386,Refit,Electronics,Refurbished Phones,sneaker-and-streetwear-resale,sneaker resale|sneaker collection|pre-owned|thrift|refurbished
S3E22P387,House Of Beauty India,Beauty/Fashion,Skin care Products,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E23P388,Artinci,Food and Beverage,Zero Sugar Desserts,ice-cream-and-desserts-brand,ice.?cream|ice-?pops|gelato|dessert|kheer|cheesecake|waffles
S3E23P389,The Rage Room,Business Services,Anger Management activities,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S3E23P390,Aastey,Beauty/Fashion,Athleisure Wear Company,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E24P391,Matri,Medical/Health,Period Pain Relieving Devices,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S3E24P392,Rubbabu,Manufacturing,Rubber Foam Toys for kids,toys-and-games-brand,toy|games|balance bike|playing equipment|diy kits|satellites by kids|microscope|crayon
S3E24P393,Gulabo Jaipur,Beauty/Fashion,Traditional Jaipur Clothing,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S3E25P394,Arista Vault,Manufacturing,Follow me suitcases,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S3E25P395,To Hands,Technology/Software,App to sync transactions with calculator,consumer-app-startup,.
S3E25P396,Plus Gold,Technology/Software,Jewellery savings app that integrates digital gold investment,consumer-app-startup,.
S3E26P397,Aroleap,Medical/Health,Smart Home Gym,hardware-product-startup,override
S3E26P398,Cosmix,Medical/Health,Herbal Super Supplements,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S3E26P399,Fabriclore,Beauty/Fashion,Custom Fabric Sourcing,b2b-marketplace,yarn|b2b|fabric sourcing
S3E27P400,Polish Me Pretty,Beauty/Fashion,Nail Art Brand,nail-studio,nail
S3E27P401,Grid Mats,Manufacturing,PotHoleRaja Mats for Concrete Road making,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S3E27P402,Uncle Peters Pan Cakes,Food and Beverage,Pancake focused QSR,quick-service-food-outlet,qsr|restaurant|food kart|food truck|maggi|pizza|kulche|parathas|cuisine|dining|pancake|kunafa
S3E28P403,Creative Hatti,Business Services,Graphic Sticker Designing Brand,graphic-design-studio,override
S3E28P404,Candid Men,Beauty/Fashion,Fashion Rental Platform for Men,clothing-rental,rental|on rent|give on rent
S3E28P405,Flyrobe,Beauty/Fashion,Fashion Rental Platform for Men and Women,clothing-rental,rental|on rent|give on rent
S3E29P406,Wise Life,Medical/Health,Yoga and wellness Accessories,sports-goods-brand,override
S3E29P407,Cervicheck,Medical/Health,Pragmatech Cervical Cancer Screening Test Kits,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S3E29P408,Eatverse,Food and Beverage,Multi brand Cloud Kitchen,cloud-kitchen,cloud.?kitchen|virtual restaurant|where's the food|homemade after delivery|homemade delicacies|delicacies
S3E30P409,Avataar Skincare,Beauty/Fashion,Skincare Services,beauty-salon,salon|skincare services|bra fitting
S3E30P410,Chalte Firte Mangalkaryalay,Business Services,Portable Wedding Hall,wedding-planning,wedding planner|wedding hall|wedding ceremonial
S3E30P411,Kryzen Biotech,Agriculture,Hydrophonic Farming,hydroponics-and-urban-farming,hydro?phonic|hydroponic
S3E31P412,FOMO,Food and Beverage,Brew Ice Tea,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S3E31P413,Model Verse,Technology/Software,Advance AI based Image Model Wrapper,consumer-app-startup,.
S3E31P414,Vikrant Bikes,Vehicles/Electrical Vehicles,Hydrogen Ethanol fuel based bike,hardware-product-startup,fuel caps|helmet|pillow|gyrocopter|aircraft|hydrogen
S3E32P415,The Shell Hair,Beauty/Fashion,Hair Extensions,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E32P416,Rize,Food and Beverage,Energy Bars,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E32P417,MEPACK,Business Services,Custom Gym Subscription,gym,\bgym
S3E33P418,Bacca Bucci,Beauty/Fashion,Footwear,footwear-brand,shoe|footwear|sneaker|insole|loafer
S3E33P419,Vobble,Children/Education,Kids Audio Platform,consumer-app-startup,.
S3E33P420,Be UNatural,Beauty/Fashion,Unisex Salon,beauty-salon,salon|skincare services|bra fitting
S3E34P421,Erotissch,Beauty/Fashion,Lingerie and Swimwear,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E34P422,Niblerzz,Food and Beverage,Sugar Free Candy,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S3E34P423,Sorich,Food and Beverage,Guilt free Snacks,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E35P424,Little Box,Beauty/Fashion,Fast fashion D2C,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E35P425,Creme Castle,Food and Beverage,Customised Cakes and bakery products,home-bakery,cake|bakery|cookie|bread
S3E35P426,Namakwali,Food and Beverage,Organic Spices,honey-and-organic-produce,\bhoney\b|organic products|organic grocery|jaggery|jamun|organic spices
S3E36P427,Karibo Cosmetics,Beauty/Fashion,Customised DIY Lipstick,handmade-soap-and-cosmetics,soap|lipstick|crochet
S3E36P428,Deeva,Beauty/Fashion,Online Saree Platform,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S3E36P429,Design Template,Technology/Software,Online Design Marketplace,b2b-marketplace,marketplace|kirana|truck drivers|recruiters|design marketplace
S3E37P430,Sama,Business Services,Online Despite Resolution,legal-documentation,dispute|despite resolution
S3E37P431,Golden Feathers,Manufacturing,Fabrics made from Butchery Chicken Waste,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S3E37P432,Myracle.io,Technology/Software,4D Edutainment,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
